event_id_no_cnty;event_date;event_type;actor1;inter1;actor2;inter2;country;location;fatalities
3285;19/10/2016;Strategic development;Government of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yei;0
3284;19/10/2016;Strategic development;Police Forces of South Sudan (2011-) National Security Service;1;Military Forces of South Sudan (2011-);1;South Sudan;Wau;
3286;19/10/2016;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition-Weluba: Sudanese Peoples Liberation Army/Movement-In Opposition (Weluba Faction);2;South Sudan;Kediba;
3283;18/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Mundri;4
3282;18/10/2016;Strategic development;Military Forces of South Sudan (2011-);1;;0;South Sudan;Mundri;0
3280;17/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Mangalla;
3278;17/10/2016;Battle-No change of territory;Unidentified Clan Militia (South Sudan);4;Unidentified Clan Militia (South Sudan);4;South Sudan;Juba;2
3281;17/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (International);7;South Sudan;Lasu;2
3277;17/10/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Chukudum;10
3279;17/10/2016;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Amadi;11
3276;17/10/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Amadi;0
3275;16/10/2016;Violence against civilians;Kuei Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Rumbek;2
3274;16/10/2016;Strategic development;Police Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Tonj;
3273;16/10/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Thonyor;6
3272;16/10/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pilling;5
3269;15/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Wau Shilluk;0
3268;15/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Mangalla;
3267;15/10/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Leer;10
3270;15/10/2016;Violence against civilians;Unidentified Ethnic Militia (South Sudan);4;Civilians (South Sudan);;;;
3271;15/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kajo-Keji;0
3266;15/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (Sudan);7;South Sudan;Bunj;0
3265;15/10/2016;Battle-No change of territory;SPLM-N: Sudan Peoples Liberation Movement (North);2;Maban Communal Militia (South Sudan);4;South Sudan;Bunj;11
3137;15/10/2016;Strategic development;Military Forces of South Sudan (2011-);1;Ayii Rebel Group;2;South Sudan;Aweil;
3260;14/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Torit;1
3257;14/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Wau;9
3259;14/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rony;1
3253;14/10/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Awarajwok;
3261;14/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yei;1
3258;14/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;1
3255;14/10/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Wau Shilluk;
3263;14/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Matang;0
3264;14/10/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Lelo;
3254;14/10/2016;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Leer;10
3256;14/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Juba;1
3262;14/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Bentiu;5
3247;13/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Torit;0
3252;13/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Matang;0
3245;13/10/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Bor;0
3244;13/10/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Aweil;0
3250;13/10/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Malakal;
3246;13/10/2016;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Leer;10
3249;13/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Keni;0
3248;13/10/2016;Battle-Non-state actor overtakes territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Chukudum;2
3251;13/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Bentiu;5
3242;12/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Mangalla;
3243;12/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Chukudum;1
3240;12/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Ame;4
3241;12/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Chukudum;2
3237;11/10/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Wau;0
3236;11/10/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Liang;2
3239;11/10/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;El-galhak;
3238;11/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Chukudum;2
3233;10/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;0
3235;10/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);;;;
3229;10/10/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Leer;25
3232;10/10/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;El-galhak;2
3234;10/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;El-galhak;6
3230;10/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Chukudum;1
3231;10/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Police Forces of South Sudan (2011-);1;South Sudan;El-galhak;3
3228;09/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);;;;
3227;09/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Chukudum;1
3224;08/10/2016;Violence against civilians;Agwelek Forces;2;Civilians (South Sudan);7;South Sudan;Rom;11
3225;08/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Akobo;1
3226;08/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);;;;
3223;08/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Chukudum;1
3220;07/10/2016;Strategic development;Protesters (South Sudan);6;;0;South Sudan;Bor;
3222;07/10/2016;Violence against civilians;Police Forces of South Sudan (2011-) National Security Service;1;Civilians (South Sudan);7;South Sudan;Juba;
3219;07/10/2016;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;;0;South Sudan;Yei;0
3221;07/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Chukudum;1
3216;06/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Police Forces of South Sudan (2011-);1;South Sudan;Chukudum;1
3218;06/10/2016;Violence against civilians;Lou Nuer Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Panyagor;1
3217;06/10/2016;Violence against civilians;Police Forces of South Sudan (2011-) National Security Service;1;Civilians (South Sudan);;;;
3215;05/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Lou Nuer Ethnic Militia (South Sudan);4;South Sudan;Bor;1
3214;04/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Adok;3
3210;03/10/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Tore;3
3211;03/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Raja;1
3213;03/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Palwar;
3212;03/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Pajok;
3208;02/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yambio;1
3207;02/10/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;12
3205;02/10/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Police Forces of South Sudan (2011-);1;South Sudan;Juba;4
3206;02/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Raja;2
3209;02/10/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Pajok;10
3203;01/10/2016;Violence against civilians;Unidentified Communal Militia (South Sudan);4;Civilians (South Sudan);;;;
3202;01/10/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Raja;1
3204;01/10/2016;Battle-No change of territory;Bor Clan Dinka Ethnic Militia (South Sudan);;;;;;
3199;30/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;9
3201;30/09/2016;Strategic development;Military Forces of South Sudan (2011-);1;;0;South Sudan;Ding Ding;0
3197;30/09/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Raja;1
3198;30/09/2016;Strategic development;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Torit;0
3200;30/09/2016;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Ombasi;
3191;29/09/2016;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Juba;0
3195;29/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Morobo;1
3193;29/09/2016;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Morobo;
3192;29/09/2016;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kaya;0
3196;29/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kajo-Keji;2
3194;29/09/2016;Strategic development;Military Forces of South Sudan (2011-);1;SSDA-Cobra: South Sudan Democratic Army (Cobra Faction);2;South Sudan;Boma;0
3190;28/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Amadi;0
3189;28/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Morobo;
3185;27/09/2016;Strategic development;SSDA-Cobra: South Sudan Democratic Army (Cobra Faction);2;Military Forces of South Sudan (2011-);1;South Sudan;Boma;0
3186;27/09/2016;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Baau;5
3187;27/09/2016;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Rubkona;5
3188;27/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Koch;0
3184;27/09/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Hai Jebel;0
3183;26/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;0
3182;26/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Pajok;0
3181;26/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nhialdiu;
3180;26/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Morobo;
3179;26/09/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Hai Jebel;0
3178;25/09/2016;Violence against civilians;Vigilante Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Yei;1
3176;25/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pakur;
3177;25/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Pajok;0
3175;25/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nhialdiu;
3174;25/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ding Ding;
3173;24/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Pajok;0
3171;23/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Wau;10
3170;22/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Kaya;2
3169;22/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Wau;
3168;22/09/2016;Strategic development;Military Forces of South Sudan (2011-);1;;0;South Sudan;Nhialdiu;0
3167;21/09/2016;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Mundri;0
3166;21/09/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Magwi;2
3164;20/09/2016;Violence against civilians;Rioters (South Sudan);5;Civilians (South Sudan);7;South Sudan;Maban;
3162;20/09/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Aweil;0
3163;20/09/2016;Violence against civilians;Police Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Maban;
3165;20/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (International);7;South Sudan;Lasu;1
3159;19/09/2016;Violence against civilians;Unidentified Ethnic Militia (South Sudan);4;Civilians (International);;;;
3158;19/09/2016;Strategic development;Unidentified Armed Group (South Sudan);3;;0;South Sudan;Amadi;0
3161;19/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;
3160;19/09/2016;Violence against civilians;Police Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Malek-alel;1
3154;18/09/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Unidentified Armed Group (South Sudan);3;South Sudan;Yei;17
3155;18/09/2016;Violence against civilians;Unidentified Ethnic Militia (South Sudan);4;Civilians (International);;;;
3156;18/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Hai Jebel;0
3157;18/09/2016;Violence against civilians;Unidentified Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Nyel;1
3153;17/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Wonduruba;6
3149;16/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Hai Jebel;0
3150;16/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);;;;
3151;16/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;3
3152;16/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Ombasi;7
3147;16/09/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Police Forces of South Sudan (2011-) National Security Service;1;South Sudan;Hai Jebel;0
3138;15/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;1
3141;15/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Koch;5
3140;15/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Juba;0
3139;15/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;4
3136;15/09/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Hai Jebel;
3146;15/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kajo-Keji;0
3144;15/09/2016;Battle-No change of territory;Sindiru Communal Militia (South Sudan);4;Unidentified Communal Militia (South Sudan);4;South Sudan;Sindiru;6
3143;15/09/2016;Battle-No change of territory;Morsak Communal Militia (South Sudan);4;Unidentified Communal Militia (South Sudan);4;South Sudan;Morsak;6
3142;15/09/2016;Violence against civilians;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;Civilians (South Sudan);7;South Sudan;Koch;0
3145;15/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Kajo-Keji;0
3134;14/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Panyagor;1
3133;14/09/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Yei;0
3135;14/09/2016;Battle-No change of territory;Police Forces of South Sudan (2011-);1;Private Security Forces (South Sudan);8;South Sudan;Yei;0
3132;13/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;10
3131;13/09/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Yei;0
3129;12/09/2016;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;;0;South Sudan;Maridi;0
3130;12/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Leer;10
3128;11/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;10
3124;10/09/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Yei;0
3127;10/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Wau;0
3126;10/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Wau;
3125;10/09/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Yei;1
3123;09/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Wau;1
3116;09/09/2016;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Kediba;0
3120;09/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Thonyor;14
3121;09/09/2016;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Magwi;9
3118;09/09/2016;Strategic development;Government of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Maban;0
3119;09/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Leer;28
3122;09/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;0
3117;09/09/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Police Forces of South Sudan (2011-) National Security Service;1;South Sudan;Hai Jebel;
3115;09/09/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Amadi;0
3113;08/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Panyagor;1
3112;08/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;1
3114;08/09/2016;Riots/Protests;Rioters (South Sudan);5;UNMISS: United Nations Mission in the Republic of South Sudan (2011-);8;South Sudan;Tomping;0
3111;07/09/2016;Violence against civilians;LRA: Lords Resistance Army;2;Civilians (South Sudan);7;South Sudan;Yubo;0
3110;07/09/2016;Strategic development;Government of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Juba;
3109;06/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);;;;
3107;05/09/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Unidentified Communal Militia (South Sudan);4;South Sudan;Liet-nhom;2
3108;05/09/2016;Remote violence;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yei;0
3106;05/09/2016;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nasir;
3101;04/09/2016;Riots/Protests;Rioters (South Sudan);5;;0;South Sudan;Kapoeta;0
3105;04/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Lobonok;10
3102;04/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yei;0
3104;04/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Lainya;
3103;04/09/2016;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (Kenya);;;;
3100;03/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yambio;2
3099;03/09/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Police Forces of South Sudan (2011-) National Security Service;1;South Sudan;Hai Jebel;1
3098;02/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yambio;1
3095;02/09/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Bunj;0
3097;02/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Wonduruba;0
3096;02/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Torit;10
3094;01/09/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yambio;2
3092;01/09/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Gudele;0
3091;01/09/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Wonduruba;0
3093;01/09/2016;Violence against civilians;LRA: Lords Resistance Army;2;Civilians (South Sudan);7;South Sudan;Yubo;0
3089;31/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Hai Jebel;0
3090;31/08/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yei;1
