data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1459206,728,SSD2523,2523,2015-12-10,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Arrow Boys Militia,,3,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Asanza,4.5423,28.3976,1,HRW,Other,Clashes between military and Arrow Boys militia in Asanza on Dec 7-10.,0,1524053912,SSD
1459207,728,SSD2524,2524,2015-12-10,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Arrow Boys Militia,,3,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Ikpiro,4.5851,28.3908,2,HRW,Other,"Clashes between military and Arrow Boys militia in Ikprio, Hai, and Tarawa on Dec 7-10.",0,1524053912,SSD
1459240,728,SSD2518,2518,2015-12-09,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Upper Nile,Panyikang,Panyidwai,Owachi,9.4200,31.5500,1,Sudan Tribune,Regional,Clashes between military and SPLA/M-IO in Owachi.,0,1524053912,SSD
1459241,728,SSD2517,2517,2015-12-09,2015,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),,3,Military Forces of South Sudan (2011-),,1,13,Eastern Africa,South Sudan,Eastern Equatoria,Magwi,Magwi,Magwi,4.1436,32.2900,1,The Observer,Regional,Clashes between military and unknown group in Magwi.,0,1524053912,SSD
1459242,728,SSD2522,2522,2015-12-09,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Military Forces of South Sudan (2011-),7,37,Eastern Africa,South Sudan,Eastern Equatoria,Magwi,Pageri,Nimule,3.6019,32.0831,2,Sudan Tribune,Regional,Unknown group attacked bus on Juba-Nimule road. Several people killed and wounded. Military deployed to the area.,10,1524053912,SSD
1976891,728,SSD2519,2519.0,2015-12-09,2015,1,Remote violence,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Upper Nile,Melut,Renk,Kaka,10.5988,32.1888,1,Sudan Tribune,Regional,Military air attacks on rebel positions in Kaka.,0,1542152269,SSD
1459244,728,SSD2516,2516,2015-12-09,2015,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),,3,Military Forces of South Sudan (2011-),,1,13,Eastern Africa,South Sudan,Eastern Equatoria,Ikotos,Ikotos,Ikotos,4.0765,33.1185,1,The Observer,Regional,Clashes between military and unknown group in Ikotos.,0,1524053912,SSD
1459245,728,SSD2521,2521,2015-12-09,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Arrow Boys Militia,,3,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Ikpiro,4.5851,28.3908,2,HRW,Other,"Clashes between military and Arrow Boys militia in Ikprio, Hai, and Tarawa on Dec 7-10.",0,1524053912,SSD
1459246,728,SSD2520,2520,2015-12-09,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Arrow Boys Militia,,3,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Asanza,4.5423,28.3976,1,HRW,Other,Clashes between military and Arrow Boys militia in Asanza on Dec 7-10.,0,1524053912,SSD
1459292,728,SSD2515,2515,2015-12-08,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Arrow Boys Militia,,3,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Napele,5.3092,28.6389,2,Agence France Presse; Radio Tamazuj,Subnational-international,"Clashes between military and Arrow Boys in Napele, Hai Kuba and Ikiro for second day.",0,1524053912,SSD
1459293,728,SSD2514,2514,2015-12-08,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Arrow Boys Militia,,3,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Ikpiro,4.5851,28.3908,2,HRW,Other,"Clashes between military and Arrow Boys militia in Ikprio, Hai, and Tarawa on Dec 7-10.",0,1524053912,SSD
1459294,728,SSD2513,2513,2015-12-08,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Arrow Boys Militia,,3,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Asanza,4.5423,28.3976,1,HRW,Other,Clashes between military and Arrow Boys militia in Asanza on Dec 7-10.,0,1524053912,SSD
1459357,728,SSD2510,2510,2015-12-07,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Arrow Boys Militia,,3,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Ikpiro,4.5851,28.3908,2,HRW,Other,"Clashes between military and Arrow Boys militia in Ikprio, Hai, and Tarawa on Dec 7-10.",0,1524053912,SSD
1459358,728,SSD2507,2507,2015-12-07,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Military Forces of South Sudan (2011-),,1,11,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,Soldier shoots dead another soldier in Giyada in Juba.,1,1524053912,SSD
563960,728,SSD2512,2512,2015-12-07,2015,2,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Students (South Sudan),7,37,Eastern Africa,South Sudan,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,Sudan Tribune,Regional,Student killed at the home of former Lakes state speaker in Rumbek.,1,1518766283,SSD
1459359,728,SSD2508,2508,2015-12-07,2015,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),,3,Police Forces of South Sudan (2011-),,1,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Yambio,4.5710,28.4104,1,Sudan Tribune,Regional,"Clashes between police and gunmen. One policeman killed, several injured.",1,1524053912,SSD
1459360,728,SSD2511,2511,2015-12-07,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Arrow Boys Militia,,3,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Napele,5.3092,28.6389,2,Agence France Presse; Radio Tamazuj,Subnational-international,"Clashes between military and Arrow Boys in Napele, Ikiro, and Hai Kuba.",0,1524053912,SSD
1459361,728,SSD2509,2509,2015-12-07,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Arrow Boys Militia,,3,13,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Asanza,4.5423,28.3976,1,HRW,Other,Clashes between military and Arrow Boys militia in Asanza on Dec 7-10.,0,1524053912,SSD
1459385,728,SSD2506,2506,2015-12-06,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Bazia,Bazia,7.1300,27.8900,1,Sudan Tribune,Regional,Clashes between military and SPLA/M-IO in Bazia for second day.,0,1524053912,SSD
1459386,728,SSD2505,2505,2015-12-06,2015,1,Battle-No change of territory,SSAF: South Sudan Armed Forces,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Eastern Equatoria,Lafon/Lopa,Bur (Loronyo),Longiro,4.8991,32.6027,1,Radio Tamazuj; Sudan Tribune,Subnational-regional,SSAF clashes with military for second day.,0,1524053912,SSD
1459423,728,SSD2503,2503,2015-12-05,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Bazia,Mapel,7.2998,27.7073,2,Radio Tamazuj,Subnational,Clashes between military and SPLA/M-IO in Mapel and Bou.,0,1524053912,SSD
1459424,728,SSD2504,2504,2015-12-05,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Unity,Leer,Koch,Leer,8.2936,30.1326,2,Amnesty,Other,SPLA soldiers attack Payak payam on 5 Dec and kill at least one fleeing civilian.,1,1524053912,SSD
1459425,728,SSD2498,2498,2015-12-05,2015,1,Battle-Non-state actor overtakes territory,SSAF: South Sudan Armed Forces,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Eastern Equatoria,Lafon/Lopa,Bur (Loronyo),Longiro,4.8991,32.6027,1,Radio Tamazuj; Sudan Tribune,Subnational-regional,SSAF overrun a military outpost in Longiro and take control. 3 soldiers killed.,3,1524053912,SSD
1459426,728,SSD2502,2502,2015-12-05,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Wau West,Faraj Allah,7.5346,27.7722,1,Sudan Tribune,Regional,Clashes between military and SPLA/M-IO in Faraj Allah.,0,1524053912,SSD
1459427,728,SSD2501,2501,2015-12-05,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Udici,Bisellia,7.7709,27.7019,2,Sudan Tribune,Regional,Clashes between military and SPLA/M-IO in Bisellia and Bringi.,0,1524053912,SSD
1459428,728,SSD2500,2500,2015-12-05,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Bazia,Bazia,7.1300,27.8900,1,Sudan Tribune,Regional,Clashes between military and SPLA/M-IO in Bazia.,0,1524053912,SSD
1459429,728,SSD2499,2499,2015-12-05,2015,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),,3,Police Forces of South Sudan (2011-),Private Security Forces (South Sudan),1,13,Eastern Africa,South Sudan,Lakes,Yirol West,Aluakluak,Aluakluak,6.4801,30.1172,2,Sudan Tribune,Regional,Senior police officer ambushed on road between Payi and Aluakluak payam. Bodyguard injured in exchange of gunfire.,0,1524053912,SSD
563946,728,SSD2497,2497,2015-12-03,2015,1,Violence against civilians,Unidentified Communal Militia (South Sudan),,4,Civilians (South Sudan),,7,47,Eastern Africa,South Sudan,Jonglei,Pochalla,Pochalla,Pochalla,7.1783,34.0967,2,Radio Tamazuj,Subnational,Cattle raiders attack Ogoga village near Pochalla. 1 killed. 2 missing.,1,1518766283,SSD
1124559,728,SSD2496,2496,2015-12-03,2015,1,Non-violent transfer of territory,SSAF: South Sudan Armed Forces,,2,,,0,20,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Bur (Loronyo),Idolu,4.5235,32.7368,1,Radio Tamazuj; Sudan Tribune,Subnational-regional,"New rebel faction called South Sudan Armed Forces, under the control of Anthony Ongwaja, took control of police station in Idolu, 35km east of Torit, without resistance. 50 soldiers and police in the area have defected to join the new rebe group.",0,1523276750,SSD
1459565,728,SSD2495,2495,2015-12-02,2015,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,Civilians (South Sudan),,7,27,Eastern Africa,South Sudan,Western Bahr el Ghazal,Jur River,Udici,Bussera,7.5818,28.0346,1,Radio Tamazuj,Subnational,SPLA/M-IO attack civilians in Bussera area of Wau.,0,1524053912,SSD
563942,728,SSD2494,2494,2015-12-01,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Aliap Clan Group (South Sudan),7,37,Eastern Africa,South Sudan,Lakes,Rumbek East,Alamtoch West,Adull,6.6200,29.9500,2,Sudan Tribune,Regional,Gunmen in military uniform killed one from Aliap clan group Rumbek East.,1,1518766283,SSD
1459613,728,SSD2492,2492,2015-12-01,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Jur River,Udici,Bussera,7.5818,28.0346,1,Radio Tamazuj,Subnational,4 soldiers killed in clashes between SPLA/M-IO and military in Bussera area near Wau.,4,1524053912,SSD
1124651,728,SSD2493,2493,2015-12-01,2015,1,Battle-No change of territory,Gony Clan Militia (South Sudan),,4,Aliap Clan Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Lakes,Rumbek East,Alamtoch West,Adull,6.6200,29.9500,2,Sudan Tribune; Radio Tamazuj,Subnational-regional,"At least 12 killed, 22 injured in clashes between Aliap and Gony clans in Rumbek East.",12,1523276750,SSD
1459725,728,SSD2490,2490,2015-11-29,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Unidentified Armed Group (South Sudan),,3,13,Eastern Africa,South Sudan,Western Equatoria,Maridi,Maridi,Maridi,4.9238,29.4626,1,Radio Tamazuj,Subnational,"Gunmen clash with Maridi wildlife department, killing one soldier.",1,1524053912,SSD
563939,728,SSD2491,2491,2015-11-29,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),,7,37,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Sudan Tribune,Regional,"Rebecca Garang, widow of John Garang, assaulted in Juba, a few days after returning from exile in Kenya.",0,1518766283,SSD
563938,728,SSD2489,2489,2015-11-29,2015,1,Riots/Protests,Protesters (South Sudan),Christian Group (South Sudan),6,,,0,60,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Sudan Tribune,Regional,Churchgoers protest the assault of Rebecca Garang.,0,1518766283,SSD
1976899,728,SSD2488,2488.0,2015-11-28,2015,1,Remote violence,Military Forces of South Sudan (2011-),,1,TFNF: Tiger Faction New Forces,,2,12,Eastern Africa,South Sudan,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,Sudan Tribune,Regional,"Clashes between military and TFNF in Malakal, using helicopter gunships.",0,1542152269,SSD
563937,728,SSD2486,2486,2015-11-28,2015,2,Riots/Protests,Protesters (South Sudan),,6,,,0,60,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,Radio Tamazuj,Subnational,Civil society activists arrested for protesting against alleged abuse by security forces.,0,1518766283,SSD
1976900,728,SSD2487,2487.0,2015-11-28,2015,1,Remote violence,Military Forces of South Sudan (2011-),,1,Agwelek Forces,,2,12,Eastern Africa,South Sudan,Upper Nile,Melut,Renk,Kaka,10.5988,32.1888,1,Sudan Tribune; Radio Tamazuj,Subnational-regional,Military attack Agwelek Forces in Kaka with helicopter gunships for second day.,0,1542152269,SSD
1976902,728,SSD2484,2484.0,2015-11-27,2015,1,Remote violence,Military Forces of South Sudan (2011-),,1,Agwelek Forces,,2,12,Eastern Africa,South Sudan,Upper Nile,Melut,Renk,Kaka,10.5988,32.1888,1,Sudan Tribune; Radio Tamazuj,Subnational-regional,Military attack Agwelek Forces in Kaka with helicopter gunships.,0,1542152269,SSD
1459850,728,SSD2485,2485,2015-11-27,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Unity,Leer,Thonyor,Thonyor,8.2200,30.2200,2,Amnesty,Other,A government attack on Toch Reah in late (27th) November 2015 during kills 12 civilians.,12,1524053912,SSD
1459874,728,SSD2483,2483,2015-11-26,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),,7,37,Eastern Africa,South Sudan,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,1,Radio Tamazuj,Subnational,2 killed in Panyanbil village in Duk Padiet Payam. 5 children kidnapped.,2,1524053912,SSD
1459925,728,SSD2481,2481,2015-11-25,2015,2,Violence against civilians,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Unity,Leer,Koch,Leer,8.2936,30.1326,2,Amnesty International,Other,"During a government attack on Toch Riah in late November 2015, government forces burnt the home of an elderly woman while she was inside.",1,1524053912,SSD
1459977,728,SSD2482,2482,2015-11-25,2015,1,Violence against civilians,Police Forces of South Sudan (2011-) National Security Service,,1,Civilians (South Sudan),Students (South Sudan); IDPs/Refugees (South Sudan),7,17,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,Security agents abduct an IDP student at gunpoint in Juba.,0,1524053912,SSD
1976906,728,SSD2480,2480.0,2015-11-24,2015,1,Remote violence,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Equatoria,Mundri West,Mundri,Mundri,5.3500,30.3167,1,Sudan Tribune,Regional,"Military attack SPLA/M-IO areas in Mundri with helicopter gunships. Unknown number killed, including 2 SPLA/M-IO top commanders.",10,1542152269,SSD
1594089,728,SSD2479,2479,2015-11-24,2015,1,Strategic development,SSPPF: South Sudan Peoples Patriotic Front,Arrow Boys Militia,2,,,0,20,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Yambio,4.5710,28.4104,3,Sudan Tribune,Regional,"Change to armed group: The Arrow Boys have reorganized under a new name, the South Sudan Peoples Patrotic Front (SSPPF) and aligned themselves with the SPLM-IO.",0,1525109203,SSD
1460136,728,SSD2476,2476,2015-11-22,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,Sudan Tribune,Regional,Soldier killed a man suspected of killing the soldiers son.,1,1524053913,SSD
1460137,728,SSD2477,2477,2015-11-22,2015,1,Violence against civilians,Police Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,Radio Tamazuj,Subnational,Security forces shoot and injure a mentally disabled person.,0,1524053913,SSD
1460138,728,SSD2474,2474,2015-11-22,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Eastern Equatoria,Magwi,Magwi,Opari,3.9251,32.0554,1,South Sudan News Agency,National,Clashes between military and SPLA/M-IO in Opari.,0,1524053913,SSD
1460107,728,SSD2475,2475,2015-11-22,2015,1,Battle-No change of territory,Gony Clan Militia (South Sudan),,4,Dhiei Clan Dinka Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Lakes,Rumbek Centre,Alamtoch East,Cuei Chok,6.7579,29.7323,1,Sudan Tribune,Regional,"Clashes between Gony and Dhiei Clan militia in Cuei Cok. 2 killed, 2 wounded.",2,1524053913,SSD
1460139,728,SSD2478,2478,2015-11-22,2015,1,Violence against civilians,Lou Nuer Ethnic Militia (South Sudan),SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,4,Civilians (South Sudan),Anuak Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Jonglei,Akobo,Akobo,Akobo,7.7790,33.0023,1,Sudan Tribune,Regional,Lou Nuer militia and SPLA/M-IO kill 25 Anuak in Akobo.,25,1524053913,SSD
1460140,728,SSD2473,2473,2015-11-22,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Udici,Bisellia,7.7709,27.7019,1,Radio Tamazuj,Subnational,SPLA/M-IO shot and killed a soldier in Bisellia.,1,1524053913,SSD
1460182,728,SSD2471,2471,2015-11-21,2015,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,Civilians (South Sudan),Farmers (South Sudan),7,27,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Udici,Bisellia,7.7709,27.7019,1,Radio Tamazuj,Subnational,SPLA/M-IO shot and killed a farmer in Bisellia.,1,1524053913,SSD
563921,728,SSD2472,2472,2015-11-21,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),,7,37,Eastern Africa,South Sudan,Jonglei,Pochalla,Pochalla,Pochalla,7.1783,34.0967,1,Radio Tamazuj,Subnational,"3 children abducted, 2 wounded by gunmen in Ajoope area of Pochalla.",0,1518766283,SSD
1460216,728,SSD2470,2470,2015-11-20,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Eastern Equatoria,Magwi,Magwi,Magwi,4.1436,32.2900,2,Sudan Tribune,Regional,Military attack a rebel camp in Magwi County.,0,1524053913,SSD
1460276,728,SSD2469,2469,2015-11-19,2015,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,Civilians (South Sudan),,7,27,Eastern Africa,South Sudan,Eastern Equatoria,Magwi,Magwi,Opari,3.9251,32.0554,1,Radio Tamazuj; Sudan Tribune,Subnational-regional,"Bus ambushed along Juba-Nimule road at Opari by suspected SPLA/M-IO. 5 killed, many injured.",5,1524053913,SSD
1460328,728,SSD2467,2467,2015-11-18,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raga,Raja,Nhialdiu,9.0228,24.9333,2,Sudan Tribune,Regional,Clashes between military and SPLA/M-IO in Tuochluak near Nhialdiu.,0,1524053913,SSD
1460329,728,SSD2468,2468,2015-11-18,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Unidentified Armed Group (South Sudan),,3,13,Eastern Africa,South Sudan,Western Equatoria,Ezo,Ezo,Ezo,5.0706,27.4722,1,Radio Tamazuj,Subnational,"Clashes between military and unknown group in Ezo. 3 killed, 2 wounded.",3,1524053913,SSD
1460330,728,SSD2466,2466,2015-11-18,2015,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Unity,Koch,Guit,Koch,8.6048,29.9905,1,Sudan Tribune,Regional,Clashes between military and SPLA/M-IO in Koch. Government regained control of territory.,0,1524053913,SSD
1460331,728,SSD2465,2465,2015-11-18,2015,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Unity,Koch,Guit,Buaw,8.8283,29.7362,1,Sudan Tribune,Regional,Clashes between military and SPLA/M-IO in Buaw. Government regained control of territory.,0,1524053913,SSD
1460376,728,SSD2462,2462,2015-11-17,2015,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),,3,Police Forces of South Sudan (2011-),,1,13,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,2,Radio Tamazuj,Subnational,"Gunmen shot and killed customs policeman in Munuki, Juba.",1,1524053913,SSD
1460377,728,SSD2464,2464,2015-11-17,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raga,Raja,Nhialdiu,9.0228,24.9333,2,South Sudan News Agency,National,Clashes between military and SPLA/M-IO in Nhialdiu and Tuochluak.,0,1524053913,SSD
1460378,728,SSD2463,2463,2015-11-17,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Unity,Koch,Guit,Buaw,8.8283,29.7362,1,South Sudan News Agency,National,Clashes between military and SPLA/M-IO in Buaw.,0,1524053913,SSD
1460412,728,SSD2461,2461,2015-11-16,2015,1,Violence against civilians,Police Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,Radio Tamazuj,Subnational,Security forces shoot and injure a businessman.,0,1524053913,SSD
1460413,728,SSD2460,2460,2015-11-16,2015,1,Battle-Non-state actor overtakes territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raga,Raja,Nhialdiu,9.0228,24.9333,2,Radio Tamazuj,Subnational,SPLA/M-IO clash with military. Rebels overtake Nhialdiu. Clashes also occurred later in the day at Tuockluak near Nhialdiu.,0,1524053913,SSD
1460414,728,SSD2458,2458,2015-11-16,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Civilians (South Sudan),1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Unity,Koch,Guit,Duar,8.8077,30.1250,1,Sudan Tribune,Regional,"Clashes between military and SPLA/M-IO in Duar. 8 civilians killed, 6 injured.",8,1524053913,SSD
1460415,728,SSD2459,2459,2015-11-16,2015,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Unity,Guit,Rubkoana,Gwit,9.1200,29.9100,1,Sudan Tribune,Regional,Clashes between military and SPLA/M-IO in Gwit.,0,1524053913,SSD
1460480,728,SSD2451,2451,2015-11-15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Unity,Leer,Guat,Guat,8.3961,30.1451,1,Amnesty,Other,At least 1 person killed by SPLA soldiers and the multiple women abducted as porters during a raid on Luale village in Guat.,1,1524053913,SSD
1460481,728,SSD2453,2453,2015-11-15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Western Equatoria,Yambio,Yambio,Yambio,4.5710,28.4104,1,HRW,Other,The bodies of three men who had been disappeared by the military in November are found. Two others who had also been disappeared were released.,3,1524053913,SSD
1460482,728,SSD2456,2456,2015-11-15,2015,3,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),,7,37,Eastern Africa,South Sudan,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,Sudan Tribune,Regional,"Unknown group ambushed a vehicle along Yei-Maridi road, killing at least 3.",3,1524053913,SSD
1460483,728,SSD2454,2454,2015-11-15,2015,1,Violence against civilians,Police Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,Radio Tamazuj,Subnational,Security forces beat civilians in Wau.,0,1524053913,SSD
1460484,728,SSD2452,2452,2015-11-15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Unity,Mayendit,Thonyor,Mayendit,8.1310,30.0148,2,HRW,Other,"Military attack Maal in Mayedit County in Nov 2015, at least 1 civilian burned alive.",1,1524053913,SSD
